id,ra,dec,mjd,cmag,cerr,filter
169.42996,185.43115298112912,-31.995322138426808,57113.23253696552,21.99585,0.078718,g
169.42996,185.4311530102179,-31.995320081133627,57113.23459591856,21.4676,0.037528,r
169.42996,185.43115186447068,-31.995320492121515,57113.23667035857,21.46648,0.042101,i
169.42996,185.4311530725948,-31.995320507978253,57113.23872648878,21.90748,0.070977,g
169.42996,185.4311528436585,-31.99531978193904,57113.24079557462,21.543474,0.04415,r
169.42996,185.4311521976351,-31.995320363448407,57113.24286435125,21.529757,0.039729,i
169.42996,185.43115451399404,-31.99532262958805,57113.24491840508,21.898998,0.071077,g
169.42996,185.43115271916207,-31.995321061944665,57113.24697509827,21.522108,0.030504,r
169.42996,185.4311519300388,-31.99532076789917,57113.24903468229,21.473734,0.035913,i
169.42996,185.43115401238452,-31.99531989939681,57113.2510848199,21.86899,0.073088,g
169.42996,185.43115263325527,-31.99531966026788,57113.25314943027,21.499346,0.037829,r
169.42996,185.43115164347455,-31.99531991830291,57113.25521253143,21.43707,0.034882,i
169.42996,185.4311545482203,-31.995320946331734,57113.25728607923,21.804758,0.057908,g
169.42996,185.4311535850661,-31.99532012398205,57113.25935207913,21.556555,0.042846,r
169.42996,185.43115225097367,-31.99532067257653,57113.261413458735,21.506788,0.044474,i
169.42996,185.43115356379167,-31.995321161254243,57113.263474960346,21.929825,0.072887,g
169.42996,185.43115277989008,-31.995319820099297,57113.26553767826,21.459164,0.03522,r
169.42996,185.43115240336437,-31.99532010059989,57113.26759825368,21.438759,0.036222,i
169.42996,185.43115670108023,-31.995321738914413,57113.26964972401,21.99898,0.09058,g
169.42996,185.43115355763408,-31.995320327757764,57113.27169890096,21.493288,0.039836,r
169.42996,185.4311524909216,-31.995319765573768,57113.27375995461,21.482111,0.032204,i
169.42996,185.4311555491178,-31.995320356544227,57113.27582243597,21.804617,0.059717,g
169.42996,185.4311528050776,-31.99531989110901,57113.27789058676,21.516447,0.037628,r
169.42996,185.43115244065527,-31.99532013744405,57113.279949869495,21.558626,0.032309,i
169.42996,185.4311568996248,-31.99532188460512,57113.28201655624,21.875793,0.062532,g
169.42996,185.43115401157067,-31.99532071427553,57113.2840693905,21.539259,0.044552,r
169.42996,185.4311532689837,-31.995319963160533,57113.28613538761,21.500454,0.040966,i
169.42996,185.431155834396,-31.995320792804524,57113.28819879936,22.002056,0.073893,g
169.42996,185.43115301282316,-31.99531973784361,57113.29026929522,21.475487,0.042344,r
169.42996,185.4311529530256,-31.995319211817574,57113.29232229618,21.46842,0.040347,i
169.42996,185.4311585252125,-31.99532173371947,57113.29439168237,21.934132,0.065247,g
169.42996,185.4311535502532,-31.995321506862982,57113.29644783028,21.572968,0.044853,r
169.42996,185.43115243071423,-31.9953207770866,57113.29850794654,21.430511,0.036119,i
169.42996,185.43115724444087,-31.995320844801345,57113.30057021324,21.952002,0.076506,g
169.42996,185.43115297905555,-31.99531964900596,57113.30262725474,21.514181,0.037528,r
169.42996,185.4311516726762,-31.99531994987628,57113.30469077593,21.44189,0.039006,i
169.42996,185.4311579534568,-31.995323166071664,57113.30675014714,22.024742,0.074396,g
169.42996,185.43115277948905,-31.995320317320875,57113.30881398497,21.567993,0.045756,r
169.42996,185.4311533262528,-31.995321178390803,57113.31087776972,21.519606,0.054695,i
169.42996,185.43115749885845,-31.995320586812625,57113.31293478422,21.954824,0.085755,g
169.42996,185.4311530850693,-31.995319872347217,57113.31500198692,21.621395,0.040438,r
169.42996,185.431152481714,-31.995320073684955,57113.31706484174,21.480104,0.045093,i
169.42996,185.4311602068614,-31.99532303322068,57113.319128692616,22.07836,0.081634,g
169.42996,185.43115431459424,-31.995321929155576,57113.32118676463,21.565866,0.042244,r
169.42996,185.43115290246809,-31.995320577111315,57113.323256412055,21.64195,0.052012,i
169.42996,185.43115298657395,-31.99531985883793,57113.32532266993,21.619965,0.030003,r
169.42996,185.43115263461496,-31.995319020883223,57113.32980810432,21.588095,0.026892,r
169.42996,185.4311498906095,-31.99531901439792,57113.33429317875,21.555542,0.028096,r
169.42996,185.43115441233988,-31.99532112376072,57113.338769860566,21.614809,0.025688,r
169.42996,185.43115830885225,-31.99531989574428,57113.35275253281,21.598223,0.024384,r
